id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13578465,Bigfoot's Rustic Tiny House Getaway,70254721,Carmen,,Unincorporated Areas,37.04224,-122.07285,Entire home/apt,113,2,234,2022-09-11,3.22,1,356,14,
13623591,1st Responders  Welcome: View Guest House by beach,34791579,Shannon,,Unincorporated Areas,36.99896,-122.03208,Entire home/apt,211,2,262,2022-09-18,3.46,1,351,30,
13643315,Succulent Garden House: Entire Home,65653925,Spencer,,City of Capitola,36.961548,-121.965141,Entire home/apt,599,14,24,2022-01-10,0.32,1,331,1,
13668017,Capitola Sea Spray,15867956,Surf City,,City of Capitola,36.97211,-121.95079,Entire home/apt,308,1,67,2022-09-20,0.89,56,97,23,
13674461,Indoor/Outdoor Living in Santa Cruz,3525913,Zoe,,City of Santa Cruz,36.96214,-122.05005,Entire home/apt,250,6,24,2022-07-30,0.32,1,0,4,
13687618,Zen Mountain Retreat,28489392,Art,,Unincorporated Areas,37.03167,-121.98294,Entire home/apt,139,2,178,2022-01-24,2.35,1,27,15,
13687994,Serenity In Seacliff,51003705,Bailey Property Management,,Unincorporated Areas,36.97385,-121.90883,Entire home/apt,263,2,11,2022-09-06,0.69,36,222,5,
13698420,Beachfront Tranquility,79883109,Jason & Leigh Ann,,Unincorporated Areas,36.87072,-121.82091,Entire home/apt,229,2,352,2022-09-12,4.64,1,189,45,
13767729,Tranquil Getaway,69127544,Laura And Mason,,City of Scotts Valley,37.06067,-122.01685,Private room,104,2,379,2022-09-17,5.13,1,146,62,
13782236,Work Remote @Modern Beach Retreat-Free EV Charging,13360884,Tracie,,Unincorporated Areas,36.97376,-121.90239,Entire home/apt,373,3,143,2022-09-15,2.15,1,257,34,
13901016,Cozy Craftsman Beach Home Room w/Private Bath,39087089,Gina,,City of Capitola,36.97589,-121.95031,Private room,164,30,28,2020-04-01,0.37,1,221,0,
13929726,Sandhill Sanctuary~Your Private Suite,76001408,Charmian,,Unincorporated Areas,37.08423,-122.08083,Entire home/apt,160,2,133,2022-09-11,2.63,1,62,33,
13931522,The View You Want!  Historic Charmer By The Sea,51003705,Bailey Property Management,,Unincorporated Areas,36.96236,-121.99432,Entire home/apt,605,3,20,2022-08-25,0.50,36,205,7,
13996432,2 bdrm Bungalow 3 blocks from the Beach,66652090,Kim,,City of Santa Cruz,36.96925,-121.99876,Entire home/apt,300,2,217,2022-09-23,2.97,1,229,37,
14036640,Redwood Retreat - Upscale 2 Bedroom Suite,25195708,Sue & Allen,,Unincorporated Areas,37.1002,-122.08706,Entire home/apt,175,2,119,2022-08-02,1.70,2,0,20,
14040814,West End En-Suite,15237124,Roe,,City of Santa Cruz,36.96192,-122.04375,Private room,159,1,317,2022-09-23,4.21,1,79,81,
14070845,Magical Huckleberry Woods Sanctuary w/Pool and Spa,67958243,EJ And Nancy,,Unincorporated Areas,37.1295,-122.1233,Entire home/apt,332,3,45,2022-09-12,0.61,1,109,22,
14075165,"Magical Private Beach Cottage, Steps to the Beach",84569175,Sharon,,City of Capitola,36.95749,-121.97638,Entire home/apt,365,3,39,2022-08-27,0.53,1,50,11,
14162584,"Rustic Cottage, Redwoods, Beaches.",29055819,George,,Unincorporated Areas,37.14268,-121.96721,Entire home/apt,114,2,522,2022-09-25,6.96,2,179,43,
14168071,seabright beach duplex  mid century getaway,10477205,Matt,,City of Santa Cruz,36.97257,-122.01232,Entire home/apt,399,2,61,2022-09-12,0.81,1,70,17,
14198266,The Coach House,3579695,Toni,,Unincorporated Areas,37.14913,-121.98704,Entire home/apt,99,1,305,2022-09-23,4.10,2,331,89,
14311020,Sunny Seabright Cottage,87472097,Timerie,,City of Santa Cruz,36.97675,-122.00756,Entire home/apt,210,2,104,2022-09-12,1.40,1,214,28,
14355557,Modern Pristine Beach House with an Ocean View,46087112,Jennifer,,Unincorporated Areas,36.97414,-121.91824,Entire home/apt,400,3,102,2022-09-25,1.40,1,243,29,
14368117,Cozy Orchard Studio in the Redwoods,46724155,Scott,,Unincorporated Areas,37.02578,-122.095,Entire home/apt,80,3,46,2021-03-01,0.62,2,0,0,
14376494,4 Bedroom Felton Home,17838069,Audrey,,Unincorporated Areas,37.05398,-122.07425,Entire home/apt,150,4,7,2019-04-01,0.09,4,0,0,
14518032,Ocean View Beach House,83301706,Tai,,Unincorporated Areas,36.92245,-121.85397,Entire home/apt,500,2,88,2022-07-27,1.19,1,1,12,
14590504,Relaxing West Side Beach House,51003705,Bailey Property Management,,City of Santa Cruz,36.95038,-122.04882,Entire home/apt,725,3,37,2022-03-29,0.51,36,37,9,
14627704,OCEANFRONT@BEACH SANTA CRUZ FOR 1-6 PEOPLE. DOG OK,90805277,Karri,,City of Santa Cruz,36.94977,-122.04869,Entire home/apt,750,3,11,2020-01-05,0.16,2,151,0,
14688549,Sunny bedroom near the beach!,3676874,Katie,,City of Watsonville,36.9322,-121.79723,Private room,50,3,0,,,2,0,0,
14824672,Tropical Seabright Beach and Boardwalk Getaway,55428362,Toby & Chels,,City of Santa Cruz,36.97085,-122.0062,Entire home/apt,263,2,377,2022-09-25,5.12,1,286,64,
14841699,Rest Easy Westside Santa Cruz Garden View,44695690,Sara,,City of Santa Cruz,36.97144,-122.04258,Private room,90,2,39,2022-09-25,0.53,1,19,7,
14886219,Beautiful Historic Spanish Style Home with Bicycles for Two,51851824,Jenna,,City of Santa Cruz,36.96814,-122.04475,Entire home/apt,256,2,265,2022-09-26,3.65,1,162,38,
14965130,Concha Del Mar at Pleasure Point,51003705,Bailey Property Management,,City of Capitola,36.95536,-121.9741,Private room,210,2,6,2021-05-23,0.09,36,330,0,
15027083,Mountain Retreat -Longer Stays (Travel Nurses ❤️ ),23824954,Marjorie,,Unincorporated Areas,37.15885,-121.96838,Entire home/apt,145,60,26,2022-06-28,0.35,1,138,2,
15053846,The Tetradecagon Treehouse,95149152,Shelley And Jeff,,Unincorporated Areas,37.13797,-122.10124,Entire home/apt,130,2,286,2020-03-16,3.90,1,0,0,
15098211,Seascape Resort Villa Beautiful Ocean View Sleep 6,82969372,Sue,,Unincorporated Areas,36.95203399658203,-121.87843322753906,Entire home/apt,400,3,94,2022-09-19,1.32,2,330,21,
15150073,Ridgeline Mountain Tree House,22927727,Susie,,Unincorporated Areas,37.0484,-122.06222,Entire home/apt,425,5,84,2022-09-15,1.23,1,214,7,
15289835,"Steps to Beach Exec. Retreat ~  July, 2022",5696442,Ann,,City of Capitola,36.95889,-121.98038,Entire home/apt,200,30,0,,,1,173,0,
15422523,Charming room in a Santa Cruz home,87798853,Marina,,Unincorporated Areas,36.9906,-121.97825,Private room,74,30,241,2022-09-20,3.34,3,81,32,
15501525,Grand Space- Open Floors,61172688,Chibo,,Unincorporated Areas,36.99091,-121.95526,Entire home/apt,400,2,10,2022-08-07,0.14,2,7,3,
15549597,Vibrant home with breathtaking views & convenient location!,100067582,Vacasa,,City of Santa Cruz,36.96793,-122.02198,Entire home/apt,298,2,63,2022-09-05,0.98,3,355,19,
15549598,Adorable Studio w/ Shared Hot Tub - Only 5 Blocks to Beach & 1 Mile to Boardwalk,100067582,Vacasa,,City of Santa Cruz,36.95521314052697,-122.0427662852374,Entire home/apt,180,1,159,2022-09-25,2.26,3,355,34,
15562005,Bel Air Santa Cruz Steps to Beach,24418255,Krista,,City of Capitola,36.95939,-121.97973,Entire home/apt,518,2,206,2022-09-12,3.22,1,144,38,
15632525,Coastal Mountain Access,22071917,Greg,,Unincorporated Areas,36.98779,-121.94821,Entire home/apt,200,5,106,2022-09-26,1.64,2,78,33,
15648669,Private Guest-House in the Redwoods,2479524,Louise,,Unincorporated Areas,37.14603,-121.98195,Entire home/apt,165,2,621,2022-09-22,9.10,1,272,115,
15820158,Stay-cation at Serenity,13486009,Mary,,Unincorporated Areas,36.97503,-121.91531,Entire home/apt,312,2,189,2022-08-21,2.70,2,166,33,
15835722,"Charming House-walk to harbor, beach, restaurants",22086551,Chelsea,,City of Santa Cruz,36.96358,-122.00002,Entire home/apt,184,1,227,2022-09-26,3.17,1,10,43,
15856862,"Charming, Simple Bungalow- Feel the Coastal Breeze",46408880,Luke,,City of Capitola,36.97425,-121.96363,Entire home/apt,250,1,246,2022-09-04,4.13,1,32,79,
15934797,Charming Redwood Escape & Breakfast,1751492,Rebecca,,Unincorporated Areas,37.047211,-122.075798,Entire home/apt,102,2,11,2022-08-25,2.73,1,0,11,
15955845,Mountain-Jam House,23379977,Greg,,Unincorporated Areas,37.1305,-122.11607,Entire home/apt,250,2,166,2022-08-14,2.33,1,122,28,
15971065,Cozy little room in a Santa Cruz home,87798853,Marina,,Unincorporated Areas,36.99191,-121.97825,Private room,66,30,233,2022-09-19,3.26,3,80,34,
16005532,Private Suite in the Redwoods with a View,42946474,Mickey And Sally,,Unincorporated Areas,37.06974,-122.09209,Entire home/apt,90,2,339,2022-09-18,4.79,1,225,68,
16042569,The Fox's Den A Relaxing 1 Bedroom Redwood Retreat,51444016,Laura,,Unincorporated Areas,36.9934,-121.89565,Entire home/apt,163,3,338,2022-09-16,4.85,2,94,56,
16057717,"Ocean Front Townhome - On the Beach, Manresa Beach",35565555,Marji,,Unincorporated Areas,36.931,-121.86149,Entire home/apt,382,3,65,2022-08-24,0.93,1,144,16,
16201024,Beach Dreams🏖 Cozy Private Suite Retreat ❤️ 181153,35666179,Susan,,Unincorporated Areas,36.99516,-121.9456,Entire home/apt,100,2,316,2022-09-25,4.78,1,198,38,
16227201,Redwood Retreat - Upscale 1 Bedroom Suite,25195708,Sue & Allen,,Unincorporated Areas,37.10059,-122.08751,Entire home/apt,125,2,74,2022-09-13,1.05,2,1,3,
16249945,Vista Cortile,15867956,Surf City,,City of Capitola,36.97220129936438,-121.95099419338153,Entire home/apt,325,1,94,2022-09-18,1.34,56,139,32,
16303513,Beachy Keen Westside Bungalow,330169,Lauren,,City of Santa Cruz,36.95257,-122.0505,Entire home/apt,281,3,155,2022-09-05,2.23,1,5,17,
16380000,Arana Gulch/PurpleTriangle Hideaway,107287418,Lisa & Jim,,City of Santa Cruz,36.97916,-122.00022,Entire home/apt,119,2,249,2022-09-18,3.56,2,44,42,
16415027,Room with a view on the Pleasure Point surf break,105225852,Annie,,City of Capitola,36.95778,-121.97048,Private room,185,3,231,2022-09-25,3.42,1,5,50,
16423067,"Seacliff Beach Flat: Coastal Vibes, Walk to Beach",15867956,Surf City,,Unincorporated Areas,36.9757,-121.91294,Entire home/apt,213,2,391,2022-09-26,5.62,56,142,46,
16454763,30day min stay Aptos condo short walk to the beach,53757487,Sally,,Unincorporated Areas,36.95575,-121.87501,Entire home/apt,165,30,33,2022-05-08,0.50,1,270,4,
16552535,ShoreThing at La Selva Beach,94234122,C,,Unincorporated Areas,36.93085,-121.85839,Entire home/apt,537,2,110,2022-08-28,1.59,2,170,14,
16557633,Serenity Overlooking The Beach,109030873,Carrie,,Unincorporated Areas,36.97524,-121.91595,Entire home/apt,350,30,1,2021-07-23,0.07,2,308,0,
16585573,"Casa Del Mar - Ocean View, Quick Walk to RDM Beach",109350874,Pam,,Unincorporated Areas,36.96746,-121.90311,Entire home/apt,314,2,88,2022-08-21,1.27,1,127,25,
16600004,Bamboo Cottage in Aptos Mountain Retreat & Spa,109505884,Raine & OM Team,,Unincorporated Areas,37.02564,-121.88303,Entire home/apt,110,2,226,2022-09-12,3.26,7,70,50,
16601498,Sunshine Cottage (Lower),109521733,David,,Unincorporated Areas,37.0528,-122.05015,Entire home/apt,131,2,160,2022-05-30,2.35,2,0,14,
16618561,472/Ocean Perch *OCEAN FRONT* 2 Nt Min Off Season / 4 Nt Min Summer/Holidays,62542564,Kendall & Potter Property Mgmt,,Unincorporated Areas,36.92791,-121.85922,Entire home/apt,476,2,10,2022-09-12,0.15,31,255,2,
16736042,Private - Homey Room with private bath,110988293,Elizabeth And Ken,,Unincorporated Areas,36.98351,-121.98109,Private room,83,1,145,2022-09-25,2.09,1,4,4,
16795831,"Comfy Capitola Village Condo,walk to all the fun!",21385981,Dan,,City of Capitola,36.97376,-121.95264,Entire home/apt,295,2,83,2022-09-18,1.22,1,36,17,
16811077,CAPITOLA PERFECT LOCATION! Steps 2 Beach/Shops,31691139,Michelle,,City of Capitola,36.97376,-121.95126,Entire home/apt,479,2,186,2022-09-16,2.74,2,251,33,
16812515,Villa Vista upper-An unbelievable oceanfront home,7481991,Devin,,City of Capitola,36.95586,-121.97752,Entire home/apt,620,3,55,2022-09-04,0.80,2,272,11,
16831870,Villa Vista-lower  An exclusive beachfront retreat,7481991,Devin,,City of Capitola,36.95586,-121.97752,Entire home/apt,609,3,65,2022-07-15,0.94,2,287,13,
16847133,Classy Getaway with Ocean Views,50468097,Tom,,Unincorporated Areas,37.00837,-122.01535,Entire home/apt,210,3,72,2022-09-20,1.32,1,134,14,
16873036,Cozy home with gas fireplace & furnished balcony - close to beach & boardwalk,111814852,Vacasa California,,City of Santa Cruz,36.969713,-122.018102,Entire home/apt,312,2,75,2022-09-25,1.17,8,356,12,
16917423,Capitola Condo with Fantastic Views,112973480,Timothy,,City of Capitola,36.97049,-121.95314,Entire home/apt,376,2,25,2022-05-01,0.39,1,5,5,
16928151,"Spanish style, gated community, great ocean views",32933954,Irine And Alex,,City of Santa Cruz,36.96406,-122.02322,Private room,68,31,6,2022-07-10,0.32,3,315,4,
16984206,Charming room with private bath near beach,15655403,Jesse,,Unincorporated Areas,36.98376,-121.91446,Private room,110,2,66,2022-09-25,1.29,1,85,29,
17000140,Midtown Private Cabana-Private Entry,27382503,Jono,,City of Santa Cruz,36.98463,-122.01291,Private room,147,1,754,2022-09-20,11.08,1,79,105,
17096317,Aptos Treehouse,110717199,Kim,,Unincorporated Areas,36.98513,-121.88827,Private room,195,2,41,2017-09-13,0.60,1,0,0,
17141005,"Midtown, Home away from Home",72723993,Priscilla,,City of Santa Cruz,36.98213,-122.00736,Entire home/apt,350,2,97,2020-09-06,1.43,1,0,0,
17328543,Hidden Retreat in the Santa Cruz Mountains,26257417,Patricia,,Unincorporated Areas,37.14582,-121.99498,Entire home/apt,170,2,127,2022-09-18,1.91,1,16,22,
17447593,Tranquility Base Redwood Mountain Tree House,118093249,Janea,,Unincorporated Areas,37.11649,-122.05054,Entire home/apt,198,3,437,2022-09-16,6.47,1,276,65,
17478266,Aloha Beach House - Air Cleaning System installed!,118394874,Andy,,City of Capitola,36.95766,-121.97343,Entire home/apt,389,3,89,2022-09-26,1.35,1,126,20,
17569455,Cute room in a Santa Cruz home,87798853,Marina,,Unincorporated Areas,36.9915,-121.97859,Private room,81,30,180,2022-09-12,2.67,3,80,19,
17665124,"Boardwalk Beach Retreat,2min walk to Beach~2bd/2bt",14175116,Laura,,City of Santa Cruz,36.96554,-122.02423,Entire home/apt,282,1,214,2022-09-12,3.36,2,320,63,
17668338,CasaLita Seabright Santa Cruz with Sauna,1910005,Jacquelini,,City of Santa Cruz,36.97217,-122.0082,Entire home/apt,542,2,68,2022-09-18,1.06,3,68,17,
17712639,"Pet Friendly, Bright, Ocean View, 5min to Sand 🏖",2967802,Kathleen,,Unincorporated Areas,36.97247,-121.90447,Entire home/apt,339,2,130,2022-09-12,1.93,2,343,23,
17806876,Kid Friendly Home w/Gourmet Kitchen near Capitola,5375908,Tootsie,,City of Capitola,36.9762,-121.97247,Entire home/apt,195,4,13,2021-02-24,0.20,1,0,0,
17809022,Beautiful La Selva Beach,14449799,Julia,,Unincorporated Areas,36.94248,-121.85382,Entire home/apt,240,2,266,2022-09-09,4.00,1,284,63,
17826786,Relaxing Oceanfront Home just Minutes to Beaches,68132001,Turiya,,City of Capitola,36.96621,-121.95953,Entire home/apt,1200,3,71,2022-07-17,1.13,1,270,12,
17849254,"Cozy garden westside king suite 
STR18-0122",27018411,Toni,,City of Santa Cruz,36.96735,-122.03661,Entire home/apt,131,2,524,2022-09-26,7.83,2,119,118,
17942848,Wave House by the Beach for Two!,50746832,Kendall,,City of Santa Cruz,36.96729,-122.01898,Entire home/apt,282,2,343,2022-09-18,5.51,1,138,62,
17979741,Jenny's Room in B&B near Pacific Ocean,123278862,Adriana,,City of Santa Cruz,36.96569,-122.02067,Private room,345,2,28,2022-06-15,0.42,3,364,2,
17996838,Luxury Treehouse in the Redwoods,4741457,Lindsay,,Unincorporated Areas,37.02204,-121.98923,Entire home/apt,220,2,647,2022-09-20,10.97,1,31,143,
18097080,Rose Room with Ocean View,123278862,Adriana,,City of Santa Cruz,36.96545,-122.02287,Private room,345,2,20,2022-09-12,0.31,3,94,5,
18159886,"Garden Oasis Guesthouse Relax, Surf & Adventure",125247297,Terry,,Unincorporated Areas,36.97034,-121.98085,Entire home/apt,157,1,367,2022-09-20,5.55,1,22,84,
18311460,Capitola Venetian Beach Front- 12 Steps to Sand!,16995492,Leonard,,City of Capitola,36.9712,-121.95239,Entire home/apt,1152,3,68,2022-08-05,1.16,1,332,12,
18356498,Creekside Cottage,11045985,Lucille,,City of Santa Cruz,36.97399,-122.0398,Entire home/apt,150,2,105,2022-09-11,1.62,1,0,7,
18413736,Charming Capitola Beach House,1138417,Michele,,City of Capitola,36.97582,-121.95064,Entire home/apt,250,30,2,2021-06-06,0.11,1,83,0,
18451223,Beach Front Villa at Seascape Resort,26381913,Ken,,Unincorporated Areas,36.95181,-121.87653,Entire home/apt,477,1,156,2022-09-11,2.51,1,349,35,
18549276,"Mama's House ""The Bunny & Badger""",69289902,Mj,,Unincorporated Areas,36.97251,-121.89389,Private room,150,2,95,2022-08-21,1.46,1,179,4,
18610607,"The ""Sea Pearl"" at Seabright Beach in Santa Cruz",50311315,Joanna,,City of Santa Cruz,36.96606,-122.00794,Entire home/apt,395,3,139,2022-09-11,2.15,1,295,23,
18688761,Gorgeous Remodeled Seascape Resort Large 1 Bedroom,24413952,Power West,,Unincorporated Areas,36.94893,-121.87721,Entire home/apt,299,2,166,2022-09-11,2.61,29,360,31,
18689995,"Santa Cruz Harbor, Light and Open Guest Suite",129922515,Michael,,City of Santa Cruz,36.9656,-121.99963,Private room,250,3,75,2022-09-12,1.16,1,38,5,
18705716,La Selva Beach in-law studio,17844996,Jane,,Unincorporated Areas,36.9415,-121.85098,Entire home/apt,160,2,257,2022-09-24,3.94,1,345,82,
18708950,Ocean Suite,9624830,Peter,,Unincorporated Areas,37.01051,-122.19224,Entire home/apt,213,1,99,2022-07-16,1.52,1,55,4,
18716708,Victorian at the Beach,26065508,Debra,,City of Santa Cruz,36.96453,-121.9977,Entire home/apt,775,4,19,2022-08-23,0.37,1,99,4,
18789607,Gated Estate House in Santa Cruz With Views of the Boardwalk,1094909,Camille,,City of Santa Cruz,36.97233,-122.01417,Entire home/apt,1250,2,53,2022-08-28,0.88,1,287,13,
18806870,A cottage in the heart of the  Seabright Beach!,15867956,Surf City,,City of Santa Cruz,36.9637,-122.00511,Entire home/apt,150,30,31,2022-01-10,0.48,56,59,3,
18840559,26th Ave Beach Home. 1 block to beach.,17226393,Troy,,City of Capitola,36.95888,-121.97969,Entire home/apt,275,2,453,2022-09-21,6.94,1,132,104,
18843576,Pineapple Room in B&B near Ocean,123278862,Adriana,,City of Santa Cruz,36.96612,-122.0226,Private room,345,2,92,2022-07-24,1.42,3,365,3,
18895873,On the Water *Oceanfront Town House GREAT Family Home right at Sand Dollar Beach!*,62542564,Kendall & Potter Property Mgmt,,Unincorporated Areas,36.91919,-121.85356,Entire home/apt,502,2,10,2022-09-25,0.15,31,252,2,
18911676,Awesome Beach House *** Walk to Beach,487484,Sunny,,City of Santa Cruz,36.96829,-121.99883,Entire home/apt,329,2,115,2022-09-02,1.84,2,318,41,
18982102,Beach Studio Villa's,10341402,Jeanell,,Unincorporated Areas,36.97801,-121.925,Private room,585,1,16,2021-07-25,0.25,3,355,0,
19035900,Room downstairs redwoods 6 mi. to beach,2992150,Connie,,City of Scotts Valley,37.03883,-122.02662,Private room,85,1,13,2022-09-10,5.49,1,1,13,
19118255,Relax Watch Waves Crash Chic + Modern 3BD,34302347,Crystal,,Unincorporated Areas,36.96833,-121.90315,Entire home/apt,453,1,347,2022-09-25,6.13,2,319,65,
19136118,"Vaquita House, with access to Privates Beach",133753979,Jon,,City of Capitola,36.96747,-121.95817,Entire home/apt,313,3,49,2022-09-02,0.80,1,170,22,
19139901,Luxury Country Apartment with Beach Access.,53303,Robert,,Unincorporated Areas,36.91888,-121.84371,Entire home/apt,159,2,216,2022-09-25,3.36,1,136,43,
19160600,Monthly rental at the Beach/Harbor in Seabright.,77408898,Laura Michelle (MIKA),,City of Santa Cruz,36.96445,-122.004,Entire home/apt,123,31,73,2022-01-16,1.13,1,39,4,
19181175,"Santa Cruz, Near Beaches, Private, Quiet & Sweet!",134156931,Maria,,Unincorporated Areas,36.97437,-121.98673,Entire home/apt,142,3,190,2022-09-12,2.97,1,116,29,
19242729,"Seacliff Ocean View House, Recently Remodeled",133792257,Nancy,,Unincorporated Areas,36.97098,-121.90795,Entire home/apt,485,2,69,2022-08-22,1.07,1,60,10,
19270771,Lovely West Cliff home ideal for your next beach vacation!,111814852,Vacasa California,,City of Santa Cruz,36.95185,-122.04541,Entire home/apt,467,2,81,2022-09-19,1.27,8,363,21,
19274130,"Serene Relaxing Home - 4mi. to Beach, 1.5 mi. to Golf",127420250,PMI Santa,,Unincorporated Areas,37.00489,-122.02024,Entire home/apt,286,21,76,2022-07-27,1.19,3,240,6,
19436850,Great getaway house in amazing location,2549800,Gabriel,,City of Santa Cruz,36.95531,-122.03061,Entire home/apt,185,2,32,2022-07-24,0.50,1,0,6,
19437476,Quiet Healing Suite in Santa Cruz,62178862,Mary,,Unincorporated Areas,36.97498,-121.99224,Private room,122,29,12,2021-12-08,0.19,3,23,1,
19533275,"""Surfers sanctuary""",18333870,Chris,,Unincorporated Areas,36.98024,-121.89994,Entire home/apt,99,30,27,2022-09-25,13.50,4,249,27,
19590560,Cottage under the Oaks,137708320,Jim And Sue,,Unincorporated Areas,36.97202,-121.9923,Entire home/apt,143,3,40,2022-09-12,0.63,1,3,5,
19609503,Seabright Sanctuary in the heart of Santa Cruz,37631023,Zayneb,,City of Santa Cruz,36.97628,-122.00853,Entire home/apt,195,1,117,2022-08-26,1.84,1,0,10,
19623418,Glamping amongst the Redwoods,49801313,Lupita,,Unincorporated Areas,37.05313,-122.06209,Private room,124,2,15,2022-09-19,2.85,1,77,15,
19627278,Serenity at Natural Bridges  - 5 min Walk to Beach,100114471,Janiece,,City of Santa Cruz,36.95327,-122.05415,Entire home/apt,481,2,152,2022-09-18,2.43,13,331,31,
19656627,Country French Beach House,89438686,Judi,,Unincorporated Areas,36.97319,-121.89845,Entire home/apt,421,5,69,2022-08-21,1.35,1,358,10,
19675365,Seascape Escape! Now Featuring Private Hot Tub/Spa,138552865,Himani,,Unincorporated Areas,36.9607,-121.88766,Entire home/apt,206,2,100,2022-09-25,1.62,1,100,15,
19700764,Secret Garden Retreat,86799861,George And Susie,,Unincorporated Areas,37.0606,-121.94412,Entire home/apt,136,2,203,2022-09-18,3.19,1,58,48,
19702556,Spacious rm. Walk/bike to Redwoods. Close to beach,126041032,Kim And Jason,,Unincorporated Areas,36.99257,-121.91239,Private room,136,2,151,2022-09-12,2.40,1,89,19,
19703175,Visit Manresa Beach from a Tranquil Home,45166863,Gail,,Unincorporated Areas,36.92849,-121.85748,Entire home/apt,383,3,211,2022-09-25,3.34,1,313,46,
19831461,Redwood Yurt in Aptos Mountain Retreat & Spa,109505884,Raine & OM Team,,Unincorporated Areas,37.02715,-121.88113,Entire home/apt,133,2,224,2022-09-13,3.58,7,69,71,
19842992,"Santa Cruz area serene retreat, sleeps 8",3432555,Geralynn,,Unincorporated Areas,37.05066,-122.05061,Entire home/apt,329,2,221,2022-09-12,3.51,1,216,39,
19863843,Safari in the Heart of the Redwoods,36830606,Cyndi,,Unincorporated Areas,37.16049,-122.16494,Private room,100,1,124,2020-02-16,1.98,1,270,0,
19876384,Lotus Yurt in Vineyard Overlooking Monterey Bay,63495203,Robin,,Unincorporated Areas,37.11104,-121.89471,Entire home/apt,219,1,257,2022-08-19,4.10,2,348,28,
19910287,A Gathering Place in the Countryside,1971090,Kimberly,,Unincorporated Areas,37.05581,-121.94885,Entire home/apt,750,3,10,2020-08-09,0.17,1,53,0,
19987478,Adobe Casita in Aptos Mountain Retreat & Spa,109505884,Raine & OM Team,,Unincorporated Areas,37.02531,-121.88158,Entire home/apt,121,2,190,2022-09-13,3.06,7,74,56,
20005270,Ocean Front Bungalow Santa Cruz Ca,141987089,Ann,,City of Capitola,36.95854,-121.96925,Entire home/apt,600,2,40,2022-04-09,0.67,1,103,8,
20029703,Castle Beach Retreat,142247615,Lou,,City of Santa Cruz,36.96468,-122.0079,Entire home/apt,1142,2,73,2022-09-11,1.17,1,86,12,
20045630,Santa Cruz Guesthouse Surrounded by a Redwood Forest,47316700,Ovr,,Unincorporated Areas,37.00575,-122.00491,Entire home/apt,116,2,453,2022-09-21,7.25,39,163,96,
20074371,Bring only your suitcase! Beautiful room,17454490,Gina,,City of Scotts Valley,37.04571,-122.01613,Private room,85,30,51,2022-08-31,0.82,1,88,3,
20094903,Kinderwood Farms Suite,62157421,Lauren,,Unincorporated Areas,36.98916,-121.89772,Entire home/apt,295,30,315,2022-09-18,5.06,2,173,56,
20095110,Pleasure Point Beach Cottage,142909540,Eric,,City of Capitola,36.95855,-121.97122,Entire home/apt,243,2,195,2022-09-12,3.22,1,295,41,
20169174,Hippy VW Westy in Redwoods -  13min to Santa Cruz,27439127,Connie,,Unincorporated Areas,37.06872,-122.0881,Entire home/apt,139,1,176,2022-09-25,2.83,2,177,30,
20195229,Tranquil Private Casita!,854712,David,,Unincorporated Areas,37.05084,-121.92889,Entire home/apt,125,31,6,2022-06-26,0.13,5,300,4,
20217251,"Aptos Cottage w/ Deck & Views, Only 2 Mi to Beach!",126644161,Evolve,,Unincorporated Areas,36.96974,-121.87872,Entire home/apt,250,2,7,2019-12-31,0.14,4,0,0,
20235310,Snug and Cozy between the Skyline and the Sea,143203896,Judith,,City of Scotts Valley,37.03897,-122.04122,Private room,70,1,541,2022-09-19,8.70,1,25,114,
20271021,Private Home at foot of Santa Cruz Mountains,144525879,Ryan,,City of Scotts Valley,37.06037,-121.99809,Entire home/apt,515,30,13,2020-08-09,0.23,1,0,0,
20307783,Welcome to Harbor House. Your Favorite Home at the Beach.,110863622,Aaron,,City of Santa Cruz,36.96717,-122.0072,Entire home/apt,183,3,187,2022-09-18,3.05,1,254,42,
20438176,Magnificent Los Gatos Silicon Valley Spanish Villa,66386773,Jose,,Unincorporated Areas,37.194771,-122.024101,Entire home/apt,336,5,4,2021-10-15,0.07,1,260,1,
20502622,Perfect Beach House in Santa Cruz Boardwalk,854712,David,,City of Santa Cruz,36.9669,-122.02121,Entire home/apt,149,31,10,2022-08-06,0.17,5,247,4,
20572586,"Half mile to downtown
One mile to the beach",46324399,Tom,,City of Santa Cruz,36.96845,-122.03535,Entire home/apt,499,2,98,2022-08-22,1.90,1,0,7,
20728790,Capitola Dream Condo - Monthly Rental,148440132,Caryn,,City of Capitola,36.97068,-121.96286,Entire home/apt,165,30,4,2022-07-12,0.07,1,341,1,
20746507,Cozy & Sunny 2-bedroom cottage in Seabright,76446048,Susan,,City of Santa Cruz,36.97664,-122.01211,Entire home/apt,180,1,477,2021-09-28,7.78,1,142,1,
20786352,Cheerful Santa Cruz Mtns- beach & business,6563694,Cynthia & Andrew,,Unincorporated Areas,37.1557,-121.98821,Entire home/apt,180,1,155,2022-09-26,2.55,1,29,58,
20848612,Redwood Pine House in Mt. Hermon,54158241,Kim,,Unincorporated Areas,37.05079,-122.05515,Entire home/apt,418,3,62,2022-09-05,1.05,1,173,10,
